focus,entity_type,source
Chagas disease,disease,ADAM
Chalazion,disease,ADAM
Chancroid,disease,ADAM
Changes in the newborn at birth,disease,ADAM
Changing your ostomy pouch,disease,ADAM
Changing your sleep habits,disease,ADAM
Changing your urostomy pouch,disease,ADAM
Chapped hands,disease,ADAM
Chapped lips,disease,ADAM
Charcot-Marie-Tooth disease,disease,ADAM
Charley horse,disease,ADAM
Chediak-Higashi syndrome,disease,ADAM
Chemical burn or reaction,disease,ADAM
Chemical dependence - resources,disease,ADAM
Chemical pneumonitis,disease,ADAM
Chemosis,disease,ADAM
Chemotherapy,disease,ADAM
Chemotherapy - what to ask your doctor,disease,ADAM
Cherry angioma,disease,ADAM
Chest MRI,disease,ADAM
Chest pain,disease,ADAM
Chest radiation - discharge,disease,ADAM
Chest tube insertion,disease,ADAM
Chest x-ray,disease,ADAM
Chicken soup and sickness,disease,ADAM
Chickenpox,disease,ADAM
Chickenpox (varicella) vaccine - what you need to know,disease,ADAM
Chiggers,disease,ADAM
Chikungunya virus,disease,ADAM
Child abuse - physical,disease,ADAM
Child neglect and emotional abuse,disease,ADAM
Child safety seats,disease,ADAM
Childhood disintegrative disorder,disease,ADAM
Children and grief,disease,ADAM
Children's cancer centers,disease,ADAM
Chills,disease,ADAM
Chin augmentation,disease,ADAM
Chinese restaurant syndrome,disease,ADAM
Chiropractic care for back pain,disease,ADAM
Chiropractor profession,disease,ADAM
Chlamydia,disease,ADAM
Chlamydia infections in women,disease,ADAM
Chlamydial infections - male,disease,ADAM
Chlordiazepoxide overdose,disease,ADAM
Chloride - urine test,disease,ADAM
Chloride in diet,disease,ADAM
Chloride test - blood,disease,ADAM
Chlorinated lime poisoning,disease,ADAM
Chlorine poisoning,disease,ADAM
Chlorophyll,disease,ADAM
Chlorpromazine overdose,disease,ADAM
Choanal atresia,disease,ADAM
Choking - adult or child over 1 year,disease,ADAM
Choking - infant under 1 year,disease,ADAM
Choking - unconscious adult or child over 1 year,disease,ADAM
Cholangiocarcinoma,disease,ADAM
Cholangitis,disease,ADAM
Choledocholithiasis,disease,ADAM
Cholera,disease,ADAM
Cholestasis,disease,ADAM
Cholesteatoma,disease,ADAM
Cholesterol - drug treatment,disease,ADAM
Cholesterol - what to ask your doctor,disease,ADAM
Cholesterol and lifestyle,disease,ADAM
Cholesterol testing and results,disease,ADAM
Cholinesterase - blood,disease,ADAM
Choosing a primary care provider,disease,ADAM
Choosing effective patient education materials,disease,ADAM
Choosing the best doctor,disease,ADAM
Choosing the right health care provider for pregnancy and childbirth,disease,ADAM
Choriocarcinoma,disease,ADAM
Chorionic villus sampling,disease,ADAM
Choroid,disease,ADAM
Choroidal dystrophies,disease,ADAM
Chromatography,disease,ADAM
Chromium - blood test,disease,ADAM
Chromium in diet,disease,ADAM
Chromosome,disease,ADAM
Chronic,disease,ADAM
Chronic cholecystitis,disease,ADAM
Chronic fatigue syndrome,disease,ADAM
Chronic fatigue syndrome - resources,disease,ADAM
Chronic granulomatous disease,disease,ADAM
Chronic inflammatory polyneuropathy,disease,ADAM
Chronic kidney disease,disease,ADAM
Chronic lymphocytic leukemia (CLL),disease,ADAM
Chronic motor tic disorder,disease,ADAM
Chronic myelogenous leukemia (CML),disease,ADAM
Chronic obstructive pulmonary disease,disease,ADAM
Chronic obstructive pulmonary disease - adults - discharge,disease,ADAM
Chronic obstructive pulmonary disease - control drugs,disease,ADAM
Chronic obstructive pulmonary disease - quick-relief drugs,disease,ADAM
Chronic pain - resources,disease,ADAM
Chronic pancreatitis,disease,ADAM
Chronic subdural hematoma,disease,ADAM
Chronic thyroiditis (Hashimoto disease),disease,ADAM
Chylomicronemia syndrome,disease,ADAM
Ciliary body,disease,ADAM
Circumcision,disease,ADAM
Cirrhosis,disease,ADAM
Cirrhosis - discharge,disease,ADAM
Citric acid urine test,disease,ADAM
Claw foot,disease,ADAM
Claw hand,disease,ADAM
Clean catch urine sample,disease,ADAM
Cleaning supplies and equipment,disease,ADAM
Cleaning to prevent the spread of germs,disease,ADAM
Cleft lip and palate,disease,ADAM
Cleft lip and palate repair,disease,ADAM
Cleft lip and palate repair - discharge,disease,ADAM
Cleft palate - resources,disease,ADAM
Cleidocranial dysostosis,disease,ADAM
Clinitest tablets poisoning,disease,ADAM
Clopidogrel (Plavix),disease,ADAM
Closed reduction of a fractured bone,disease,ADAM
Closed reduction of a fractured bone - aftercare,disease,ADAM
Closed suction drain with bulb,disease,ADAM
Cloth dye poisoning,disease,ADAM
Cloudy cornea,disease,ADAM
Clubbing of the fingers or toes,disease,ADAM
Clubfoot,disease,ADAM
Clubfoot repair,disease,ADAM
Cluster headache,disease,ADAM
CMV - gastroenteritis/colitis,disease,ADAM
CMV - pneumonia,disease,ADAM
CMV serology test,disease,ADAM
CO2 blood test,disease,ADAM
Coal worker's pneumoconiosis,disease,ADAM
Coarctation of the aorta,disease,ADAM
Cobalt poisoning,disease,ADAM
Cocaine intoxication,disease,ADAM
Cocaine withdrawal,disease,ADAM
Coccidioides complement fixation,disease,ADAM
Coccidioides precipitin test,disease,ADAM
Cochlear implant,disease,ADAM
Codeine overdose,disease,ADAM
Cognitive behavioral therapy for back pain,disease,ADAM
Cold intolerance,disease,ADAM
Cold knife cone biopsy,disease,ADAM
Cold wave lotion poisoning,disease,ADAM
Colds and flus - antibiotics,disease,ADAM
Colds and the flu - what to ask your doctor - adult,disease,ADAM
Colds and the flu - what to ask your doctor - child,disease,ADAM
Colic and crying - self-care,disease,ADAM
Colitis,disease,ADAM
Collagen vascular disease,disease,ADAM
Collapsed lung (pneumothorax),disease,ADAM
Collateral ligament (CL) injury - aftercare,disease,ADAM
College students and the flu,disease,ADAM
Colles wrist fracture aftercare,disease,ADAM
Coloboma of the iris,disease,ADAM
Cologne poisoning,disease,ADAM
Colon cancer,disease,ADAM
Colon cancer - resources,disease,ADAM
Colon cancer screening,disease,ADAM
Colonoscopy,disease,ADAM
Colonoscopy discharge,disease,ADAM
Color blindness,disease,ADAM
Color vision test,disease,ADAM
Colorado tick fever,disease,ADAM
Colorectal polyps,disease,ADAM
Colostomy,disease,ADAM
Colposcopy - directed biopsy,disease,ADAM
Comedones,disease,ADAM
Common cold,disease,ADAM
Common cold - how to treat at home,disease,ADAM
Common peroneal nerve dysfunction,disease,ADAM
Common symptoms during pregnancy,disease,ADAM
Communicating with patients,disease,ADAM
Communicating with someone with aphasia,disease,ADAM
Compartment syndrome,disease,ADAM
Compazine overdose,disease,ADAM
Complement,disease,ADAM
Complement component 3 (C3),disease,ADAM
Complement component 4,disease,ADAM
Complement fixation test to C burnetii,disease,ADAM
Complex regional pain syndrome,disease,ADAM
Comprehensive metabolic panel,disease,ADAM
Compression fractures of the back,disease,ADAM
Compression stockings,disease,ADAM
Concomitant,disease,ADAM
Concussion,disease,ADAM
Concussion - adults - discharge,disease,ADAM
Concussion - child - discharge,disease,ADAM
Concussion - what to ask your doctor - adult,disease,ADAM
Concussion - what to ask your doctor - child,disease,ADAM
Condoms - male,disease,ADAM
Conduct disorder,disease,ADAM
Confusion,disease,ADAM
Congenital adrenal hyperplasia,disease,ADAM
Congenital afibrinogenemia,disease,ADAM
Congenital antithrombin III deficiency,disease,ADAM
Congenital cataract,disease,ADAM
Congenital cytomegalovirus,disease,ADAM
Congenital heart defect - corrective surgery,disease,ADAM
Congenital heart disease,disease,ADAM
Congenital nephrotic syndrome,disease,ADAM
Congenital platelet function defects,disease,ADAM
Congenital protein C or S deficiency,disease,ADAM
Congenital rubella,disease,ADAM
Congenital spherocytic anemia,disease,ADAM
Congenital syphilis,disease,ADAM
Congenital toxoplasmosis,disease,ADAM
Conjunctiva,disease,ADAM
Conjunctivitis,disease,ADAM
Conscious sedation for surgical procedures,disease,ADAM
Constipation,disease,ADAM
Constipation - self-care,disease,ADAM
Constipation - what to ask your doctor,disease,ADAM
Consumer rights and responsibilities,disease,ADAM
Contac overdose,disease,ADAM
Contact dermatitis,disease,ADAM
Contracture deformity,disease,ADAM
Contraindication,disease,ADAM
Controlling your high blood pressure,disease,ADAM
Conversion disorder,disease,ADAM
Cooking utensils and nutrition,disease,ADAM
Cooking without salt,disease,ADAM
Coombs test,disease,ADAM
COPD - how to use a nebulizer,disease,ADAM
COPD - managing stress and your mood,disease,ADAM
COPD - what to ask your doctor,disease,ADAM
COPD and other health problems,disease,ADAM
COPD flare-ups,disease,ADAM
Coping with cancer - finding the support you need,disease,ADAM
Coping with cancer - hair loss,disease,ADAM
Coping with cancer - looking and feeling your best,disease,ADAM
Coping with cancer - managing fatigue,disease,ADAM
Copper in diet,disease,ADAM
Copper poisoning,disease,ADAM
Cor pulmonale,disease,ADAM
Cord blood testing,disease,ADAM
Corneal injury,disease,ADAM
Corneal transplant,disease,ADAM
Corneal transplant - discharge,disease,ADAM
Corneal ulcers and infections,disease,ADAM
Corns and calluses,disease,ADAM
Coronary angiography,disease,ADAM
Coronary artery fistula,disease,ADAM
Coronary artery spasm,disease,ADAM
Coronary heart disease,disease,ADAM
Corticosteroids overdose,disease,ADAM
Cortisol blood test,disease,ADAM
Cortisol urine test,disease,ADAM
Cosmetic breast surgery - discharge,disease,ADAM
Cosmetic ear surgery,disease,ADAM
Costochondritis,disease,ADAM
Cough,disease,ADAM
Coughing up blood,disease,ADAM
Could you have low testosterone?,disease,ADAM
Counting carbohydrates,disease,ADAM
Cow's milk - infants,disease,ADAM
Cow's milk and children,disease,ADAM
CPK isoenzymes test,disease,ADAM
CPR,disease,ADAM
CPR - adult and child 9 years and older,disease,ADAM
CPR - child (1 to 8 years old),disease,ADAM
CPR - infant,disease,ADAM
Cradle cap,disease,ADAM
Cranial mononeuropathy III,disease,ADAM
Cranial mononeuropathy III - diabetic type,disease,ADAM
Cranial mononeuropathy VI,disease,ADAM
Cranial sutures,disease,ADAM
Craniopharyngioma,disease,ADAM
Craniosynostosis,disease,ADAM
Craniosynostosis repair,disease,ADAM
Craniosynostosis repair - discharge,disease,ADAM
Craniotabes,disease,ADAM
Creatine phosphokinase test,disease,ADAM
Creatinine blood test,disease,ADAM
Creatinine clearance test,disease,ADAM
Creatinine urine test,disease,ADAM
Creeping eruption,disease,ADAM
Creutzfeldt-Jakob disease,disease,ADAM
Cri du chat syndrome,disease,ADAM
Cribs and crib safety,disease,ADAM
Crigler-Najjar syndrome,disease,ADAM
Crohn disease,disease,ADAM
Crohn disease - discharge,disease,ADAM
Croup,disease,ADAM
Crush injury,disease,ADAM
Crutches and children - proper fit and safety tips,disease,ADAM
Crutches and children - sitting and getting up from a chair,disease,ADAM
Crutches and children - stairs,disease,ADAM
Crutches and children - standing and walking,disease,ADAM
Crying - excessive (0 to 6 months),disease,ADAM
Crying in childhood,disease,ADAM
Crying in infancy,disease,ADAM
Cryoglobulinemia,disease,ADAM
Cryoglobulins,disease,ADAM
Cryotherapy - skin,disease,ADAM
Cryotherapy for prostate cancer,disease,ADAM
Cryptococcosis,disease,ADAM
Cryptosporidium enteritis,disease,ADAM
CSD skin test,disease,ADAM
CSF analysis,disease,ADAM
CSF cell count,disease,ADAM
CSF coccidioides complement fixation test,disease,ADAM
CSF glucose test,disease,ADAM
CSF leak,disease,ADAM
CSF myelin basic protein,disease,ADAM
CSF oligoclonal banding,disease,ADAM
CSF smear,disease,ADAM
CSF total protein,disease,ADAM
CSF-VDRL test,disease,ADAM
CT scan,disease,ADAM
Culdocentesis,disease,ADAM
Culture - colonic tissue,disease,ADAM
Culture - duodenal tissue,disease,ADAM
Culture - joint fluid,disease,ADAM
Culture-negative endocarditis,disease,ADAM
Curvature of the penis,disease,ADAM
Cushing disease,disease,ADAM
Cushing syndrome,disease,ADAM
Cushing syndrome due to adrenal tumor,disease,ADAM
Cutaneous skin tag,disease,ADAM
Cuticle remover poisoning,disease,ADAM
Cuts and puncture wounds,disease,ADAM
Cyanoacrylates,disease,ADAM
Cyanotic heart disease,disease,ADAM
Cyclothymic disorder,disease,ADAM
Cyproheptadine overdose,disease,ADAM
Cyst,disease,ADAM
Cystic fibrosis,disease,ADAM
Cystic fibrosis - nutritional considerations,disease,ADAM
Cystic fibrosis - resources,disease,ADAM
Cystic hygroma,disease,ADAM
Cysticercosis,disease,ADAM
Cystinuria,disease,ADAM
Cystitis - acute,disease,ADAM
Cystitis - noninfectious,disease,ADAM
Cystometric study,disease,ADAM
Cystoscopy,disease,ADAM
Cytochrome b5 reductase,disease,ADAM
Cytologic evaluation,disease,ADAM
Cytology exam of pleural fluid,disease,ADAM
Cytology exam of urine,disease,ADAM
Cytomegalovirus retinitis,disease,ADAM
D and C,disease,ADAM
D-dimer test,disease,ADAM
D-xylose absorption,disease,ADAM
Dacron graft,disease,ADAM
Dacryoadenitis,disease,ADAM
Daily bowel care program,disease,ADAM
Dance Your Way to Fitness,disease,ADAM
DASH diet to lower high blood pressure,disease,ADAM
Day care health risks,disease,ADAM
Day to day with COPD,disease,ADAM
De Quervain tendinitis,disease,ADAM
Death among children and adolescents,disease,ADAM
Decerebrate posture,disease,ADAM
Deciding about an IUD,disease,ADAM
Deciding about hormone therapy,disease,ADAM
Deciding about treatments that prolong life,disease,ADAM
Deciding to have knee or hip replacement,disease,ADAM
Deciding to quit drinking alcohol,disease,ADAM
Decorticate posture,disease,ADAM
Deep brain stimulation,disease,ADAM
Deep breathing after surgery,disease,ADAM
Deep vein thrombosis - discharge,disease,ADAM
Deep venous thrombosis,disease,ADAM
Defining overweight and obesity - children,disease,ADAM
Dehydration,disease,ADAM
Delayed ejaculation,disease,ADAM
Delayed growth,disease,ADAM
Delirium,disease,ADAM
Delirium tremens,disease,ADAM
Delivery presentations,disease,ADAM
Delta agent (Hepatitis D),disease,ADAM
Delta-ALA urine test,disease,ADAM
Dementia,disease,ADAM
Dementia - behavior and sleep problems,disease,ADAM
Dementia - daily care,disease,ADAM
Dementia - home care,disease,ADAM
Dementia - keeping safe in the home,disease,ADAM
Dementia - what to ask your doctor,disease,ADAM
Dementia and driving,disease,ADAM
Dementia due to metabolic causes,disease,ADAM
Dengue fever,disease,ADAM
Dengue hemorrhagic fever,disease,ADAM
Dental care - adult,disease,ADAM
Dental care - child,disease,ADAM
Dental cavities,disease,ADAM
Dental crowns,disease,ADAM
Dental plaque identification at home,disease,ADAM
Dental sealants,disease,ADAM
Dental x-rays,disease,ADAM
Denture problems,disease,ADAM
Deodorant poisoning,disease,ADAM
Dependent personality disorder,disease,ADAM
Depilatory poisoning,disease,ADAM
Depression - older adults,disease,ADAM
Depression - overview,disease,ADAM
Depression - resources,disease,ADAM
Depression - stopping your medicines,disease,ADAM
Dermabrasion,disease,ADAM
Dermatitis herpetiformis,disease,ADAM
Dermatomyositis,disease,ADAM
Dermatoses - systemic,disease,ADAM
Desipramine hydrochloride overdose,disease,ADAM
Detergent poisoning,disease,ADAM
Developmental coordination disorder,disease,ADAM
Developmental disorders of the female reproductive tract,disease,ADAM
Developmental dysplasia of the hip,disease,ADAM
Developmental milestones record,disease,ADAM
Developmental milestones record - 12 months,disease,ADAM
Developmental milestones record - 18 months,disease,ADAM
Developmental milestones record - 2 months,disease,ADAM
Developmental milestones record - 2 years,disease,ADAM
Developmental milestones record - 3 years,disease,ADAM
Developmental milestones record - 4 months,disease,ADAM
Developmental milestones record - 4 years,disease,ADAM
Developmental milestones record - 5 years,disease,ADAM
Developmental milestones record - 6 months,disease,ADAM
Developmental milestones record - 9 months,disease,ADAM
Developmental reading disorder,disease,ADAM
Devices for hearing loss,disease,ADAM
Dexamethasone suppression test,disease,ADAM
Dextrocardia,disease,ADAM
Dextromethorphan overdose,disease,ADAM
DHEA-sulfate test,disease,ADAM
Diabetes,disease,ADAM
Diabetes - eye care,disease,ADAM
Diabetes - foot ulcers,disease,ADAM
Diabetes - keeping active,disease,ADAM
Diabetes - low blood sugar - self-care,disease,ADAM
Diabetes - preventing heart attack and stroke,disease,ADAM
Diabetes - resources,disease,ADAM
Diabetes - taking care of your feet,disease,ADAM
Diabetes - tests and checkups,disease,ADAM
Diabetes - what to ask your doctor - type 2,disease,ADAM
Diabetes - when you are sick,disease,ADAM
Diabetes and exercise,disease,ADAM
Diabetes and eye disease,disease,ADAM
Diabetes and kidney disease,disease,ADAM
Diabetes and nerve damage,disease,ADAM
Diabetes diet - gestational,disease,ADAM
Diabetes eye exams,disease,ADAM
Diabetes insipidus,disease,ADAM
Diabetes insipidus - central,disease,ADAM
Diabetes insipidus - nephrogenic,disease,ADAM
Diabetes type 2 - meal planning,disease,ADAM
Diabetic hyperglycemic hyperosmolar syndrome,disease,ADAM
Diabetic ketoacidosis,disease,ADAM
Diagnostic laparoscopy,disease,ADAM
Dialysis - hemodialysis,disease,ADAM
Dialysis - peritoneal,disease,ADAM
Dialysis centers - what to expect,disease,ADAM
Diaper rash,disease,ADAM
Diaphragmatic hernia,disease,ADAM
Diaphragmatic hernia repair - congenital,disease,ADAM
Diarrhea - overview,disease,ADAM
Diarrhea - what to ask your doctor - child,disease,ADAM
Diarrhea - what to ask your health care provider - adult,disease,ADAM
Diarrhea in infants,disease,ADAM
Diastasis recti,disease,ADAM
Diazepam overdose,disease,ADAM
Diazinon poisoning,disease,ADAM
Diclofenac sodium overdose,disease,ADAM
Dieffenbachia poisoning,disease,ADAM
Diesel oil,disease,ADAM
Diet - chronic kidney disease,disease,ADAM
Diet - clear liquid,disease,ADAM
Diet - full liquid,disease,ADAM
Diet - liver disease,disease,ADAM
Diet after gastric banding,disease,ADAM
Diet and cancer,disease,ADAM
Diet and eating after esophagectomy,disease,ADAM
Diet and substance use recovery,disease,ADAM
Diet myths and facts,disease,ADAM
Diet-boosting Foods,disease,ADAM
Diet-busting foods,disease,ADAM
